JobDate,Employer,SOC,MinHrlySalary,Exp,Edu,NAICS3,SK
2022-02-17,Sabra Dipping Company,11-1021,35.1,10.0,16.0,311.0,"six sigma green belt,cooking,supply chain control,business administration,environmental health and safety,employee engagement,packaging,fixed assets,industrial engineering,communication skills,industrial engineering industry expertise,beverage industry knowledge,computer literacy,warehouse operations,problem identification,employee relations,planning,continuous integration (ci),budgeting,good manufacturing practices (gmp),scheduling,vaccination,food safety and quality,food safety,teamwork / collaboration,operations management,occupational health and safety"
2022-03-16,Alcon Laboratories,11-9199,33.65,15.0,12.0,339.0,"compliance testing,communication skills,english,performance management,time management,simulation,planning,legal compliance,telecommunications,electro-optical systems,budgeting,good manufacturing practices (gmp),level design,pharmaceutical preparation,hazard analysis,product development,succession planning,broadband,teamwork / collaboration,talent management,six sigma,microsoft excel,tolerance analysis,writing,regulatory affairs,ophthalmology,conflict management,initiative,research,optical design"
2022-02-27,Henkel,11-3061,56.12,6.0,16.0,325.0,"supplier selection,building effective relationships,supplier identification,procurement,supply chain management,e-sourcing,planning,sap,stakeholder management,microsoft excel,teamwork / collaboration,purchasing,leadership,negotiation skills"
2022-03-11,Snap On Incorporated,11-9199,43.27,8.0,16.0,333.0,"just-in-time (jit) production,just-in-time,production management,traffic maintenance,financial statements,shipping and receiving,planning,inventory management,performance analysis,inventory control,cycle counting,scheduling,teamwork / collaboration"
2022-06-18,L3Harris,11-9199,86.54,9.0,16.0,334.0,"written communication,creativity,customer service,configuration review,client/server,transmission control protocol / internet protocol (tcp / ip),nessus,domain name system (dns),microsoft access,icd 503,procurement,record keeping,analytical skills,information systems,lightweight directory access protocol (ldap),wide area network (wan),national industrial security program operating manual,linux,time management,risk management framework,communication skills,nist sp 800-53,splunk,prospective clients,critical thinking,microsoft word,system security plans,team building,detail-oriented,information assurance,organizational skills,microsoft excel"
2022-11-03,Johnson & Johnson,11-3121,44.71,8.0,16.0,325.0,"talent acquisition,creativity,project management,competitive analysis,applicant tracking system,organizational analysis,corporate recruiting,critical thinking,negotiation skills,creative problem solving,talent management,detail-oriented,teamwork / collaboration,people management,business strategy"
2022-10-05,Chestnut Hill Brewing Company,11-9051,24.04,2.0,12.0,312.0,"work area maintenance,guest services,restaurant operations,policy implementation,sales,positive disposition,restaurant management,restaurant experience,performance analysis,staff management,detail-oriented,organizational skills,cost control,initiative,teaching,performance appraisals"
2022-12-01,Ricoh Electronics,11-3021,43.27,6.0,16.0,333.0,"growth strategies,customer retention,cost control,training activities,customer service,planning,positive disposition,performance management,sales,budgeting,market trend,key performance indicators (kpis),financial acumen"
2022-06-27,Aerospace Corporation,11-9199,56.7,12.0,18.0,336.0,"creativity,research,mentoring,communication skills,teamwork / collaboration,technology transfer,business process,budgeting,portfolio management"
2022-01-17,Pharmallies,11-9111,42.79,15.0,16.0,325.0,"lyophilization,leadership,teamwork / collaboration,cleaning,problem solving,resource management,biotechnology industry knowledge,quality management,multi-tasking,structured analysis,process equipment,customer contact,technical inspections,commissioning,cleaning validation,hvac,cancer knowledge,diabetes diagnosis / treatment,planning,current good manufacturing practices (cgmp),audit experience,process validation,communication skills,project management,operational qualification (oq),product sales,biotechnology,people management,scheduling,fda regulations,infectious disease,quality assurance and control"
2022-02-03,Northrop Grumman,11-9041,42.12,7.0,16.0,336.0,"problem solving,communication skills,verbal / oral communication,vaccines,leadership,project management,mechanical engineering,vehicle design,mentoring,troubleshooting"
2022-11-19,Commercial Metals Company,11-9199,109.0,5.0,16.0,331.0,"clean air act,environmental management,resource conservation,comprehensive environmental response compensation and liability act (cercla),environmental laws and regulations,hazardous waste management,writing,legal compliance,planning,training programs,computer literacy,environmental regulations,microsoft powerpoint,resource conservation and recovery act (rcra),multi-tasking,microsoft excel,environmental liabilities,clean water act,air pollution control"
2022-08-03,Omnimax International,11-2022,36.06,3.0,16.0,331.0,"time management,communication skills,technical assistance,verbal / oral communication,sales,sales goals,organizational skills,margin goals,detail-oriented,scheduling,customer complaint resolution,product sales,sales management,preparing reports,description and demonstration of products,business management,building effective relationships,strategic sales,product knowledge,retail sales,e-commerce,merchandising"
2022-12-24,Carhartt Incorporated,11-1021,9.88,7.0,16.0,315.0,"quality management,analytical skills,writing,adobe illustrator,data management,onboarding,prioritizing tasks,microsoft outlook,project management,microsoft office,color editing,process improvement,apparel industry knowledge,conflict management,typing,presentation skills,building effective relationships,materials testing,microbiologic testing,data validation,materials development,teamwork / collaboration,communication skills,computer literacy,planning"
2022-07-22,Avery Dennison,11-9199,57.69,5.0,16.0,322.0,"problem solving,organizational development,lean six sigma,communication skills,corporate communications,corporate social responsibility,teamwork / collaboration,succession planning,goal setting,six sigma,budgeting,business-to-business,building effective relationships,process management,program management,project management,creativity,listening,talent acquisition"
2022-05-05,Northrop Grumman,11-3051,64.81,9.0,16.0,336.0,"microsoft project,labor relations,repair,operations management,organizational skills,resource management,multi-tasking,laboratory testing,scheduling,microsoft excel,vaccines,engineering leadership,microsoft word,technical support,communication skills,microsoft powerpoint,test equipment,planning,calibration,sap"
2022-04-27,Sagent Pharmaceuticals,11-9199,9.01,3.0,12.0,325.0,"technical writing / editing,supervisory skills,lesion,budgeting,detail-oriented,occupational health and safety,scheduling,batch records,problem solving,current good manufacturing practices (cgmp),computer literacy,materials processing,physical abilities,5s methodology,root cause analysis,process improvement,customer contact,packaging"
2022-08-15,Ball Aerospace,11-9199,82.21,2.0,16.0,336.0,"administrative support,budgeting,business development,leadership,communication skills,strategic leadership,threat analysis,writing,empower,creativity,listening,building effective relationships,business management"
2022-05-28,"Takeda Pharmaceuticals North America, Inc.",11-9031,93.56,6.0,16.0,325.0,"teamwork / collaboration,resource management,benchmarking,pharmaceutical industry knowledge,staff management,clinical development,planning,clinical research,project management,project planning and development skills,building effective relationships,scenario planning"
2022-08-22,Zebra Technologies,11-2021,87.26,10.0,16.0,333.0,"application support,product management,cross sell,upselling products and services,conflict management,customer retention,customer contact,software as a service (saas),software as a service (saas),data science,professional services marketing,onboarding,organizational analysis,personal protective equipment (ppe),communication skills,financial forecasting,planning,retail industry knowledge,teamwork / collaboration,financial acumen,consumer segmentation,service level agreement,budgeting,product sales,key performance indicators (kpis)"
2022-07-27,"Takeda Pharmaceuticals North America, Inc.",11-9111,72.12,8.0,16.0,325.0,"project management,written communication,data management,biostatistics,data warehousing,user acceptance testing (uat),microsoft sharepoint,communication skills,planning,clinical research,leadership,business process,clinical development,document management,negotiation skills,clinical information systems / technology,staff management,clinical trials,detail-oriented,drug development,teamwork / collaboration,sas"
2022-12-01,Thermo Fisher Scientific Inc,11-2021,38.94,3.0,16.0,334.0,"detail-oriented,forensic science,food safety,teamwork / collaboration,cancer knowledge,ion chromatography,market strategy,mass spectrometry,microsoft excel,budgeting,consumer segmentation,environmental protection,product marketing,business development,market trend,microsoft word,communication skills,microsoft powerpoint,chromatography,promotional mix,marketing communications,oral communication,writing,sample preparation,chemistry,competitive analysis,self-starter,toxicology,sales training,business administration,creative design,creativity,market research,product management"
2022-06-09,Steel City Brand,11-9199,20.67,1.0,0.0,331.0,"processing item returns,refunds exchanges and adjustments,product sales,leadership,organizational skills,quality assurance and control,communication skills,customer orders assistance"
2022-11-10,Acura,11-3031,24.04,1.0,0.0,336.0,"sales,sales goals,computer literacy,automotive sales,finance,sales management,negotiation skills,microsoft outlook,customer service"
2022-09-08,Lexus,11-9111,41.83,5.0,16.0,336.0,"planning,organizational skills,prospective clients,appointment setting,business development,lead follow-up,listening,customer service,digital marketing"
2022-01-20,Northrop Grumman,11-9199,47.5,7.0,16.0,336.0,"microsoft sharepoint,surveys,vaccines,microsoft powerpoint,communication skills,microsoft excel,project management,psychology,microsoft office,microsoft visio,business acumen,microsoft project,human resource management industry knowledge,survey design,change management,organizational development,microsoft word,problem solving,teamwork / collaboration"
2022-09-08,Paccar,11-3051,13.0,3.0,16.0,336.0,"problem solving,verbal / oral communication,communication skills,capital expenditures,six sigma,quality assurance and control,budgeting,performance analysis,environmental protection,performance improvement,leadership,supervisory skills,six sigma green belt,5s methodology,process improvement,production management,kaizen,waste reduction,liquefied natural gas (lng),writing"
2022-03-10,Kohler,11-3071,19.23,1.0,0.0,327.0,"warehouse management,receiving,inventory management,inventory control"
2022-05-17,Northrop Grumman,11-9199,54.18,12.0,16.0,336.0,"technical assistance,microsoft powerpoint,supply chain coordination,problem solving,sap,integrated master schedule,material requirement planning (mrp),supply chain strategy,teamwork / collaboration,organizational skills,microsoft excel,people management,manufacturing resource planning (mrp),global supply chain management,logistics,cost control,strategic planning,microsoft office,microsoft project,business acumen,repair,microsoft access,global supply management,procurement,quality management,supply chain knowledge,supply chain management"
2022-07-05,Uline Shipping Supplies,11-2022,56.25,5.0,16.0,322.0,"written communication,sales administration,sales goals,sales,communication skills,sales calls,sales management,training procedures"
2022-11-09,Tesla,11-9199,38.46,2.0,16.0,336.0,"resource management,manufacturing resource planning (mrp),key performance indicators (kpis),enterprise resource planning (erp),time management,problem solving,material requirement planning (mrp),calculator,planning,industrial equipment industry knowledge,risk and mitigation analysis,supply chain management,systems development,research,industrial production,program management,project management"
2022-11-13,Modular Devices,11-2021,26.92,2.0,16.0,334.0,"website management,market strategy,medical imaging,purchasing,direct marketing,teamwork / collaboration,social media,google adwords,thought leadership,product marketing,youtube,marketing process,copywriting,technical writing / editing,marketing strategy development,brand awareness generation,experiments,industry analysis,corporate communications,email campaigns,marketing,content marketing,presentation skills,creativity,listening,research,linkedin,social media marketing,project management,digital marketing,marketing materials,facebook,writing"
2022-07-19,Church & Dwight,11-3031,41.35,6.0,16.0,325.0,"financial compliance,accounting,budgeting,multi-tasking,teamwork / collaboration,organizational skills,business planning,pivot tables,balance sheet,finance,microsoft excel,business modeling,financial analysis,planning,financial forecasting,process improvement,indexing,new product development"
2022-06-30,Novelis North America,11-1021,49.52,5.0,16.0,331.0,"technical services marketing,oracle,sap,total cost of ownership (tco),teamwork / collaboration,capital expenditures,operations management,budgeting,microsoft office,supply chain management,global procurement,procurement"
2022-03-13,The Boeing Company,11-3061,49.45,5.0,16.0,336.0,"supply chain management,supply chain knowledge,procurement,building effective relationships,supplier management,collective bargaining,policy implementation,supply chain improvement,teamwork / collaboration,people management"
2022-11-22,5 11 Tactical,11-9199,23.08,5.0,0.0,323.0,"microsoft dynamics ax,repair,adobe illustrator,graphic design,production management,microsoft outlook,adobe photoshop,outsourcing,typing,enterprise resource planning (erp),computer literacy,time management,english,physical abilities,positive disposition,problem solving,training materials,proofing,performance analysis,equipment maintenance,scheduling,employee retention,quality assurance and control,microsoft excel,product development,detail-oriented,multi-tasking,teamwork / collaboration,organizational skills"
2022-05-11,Northrop Grumman,11-9199,34.81,6.0,16.0,336.0,"teamwork / collaboration,microsoft excel,sql,scheduling,pivot tables,tableau,macros,web scraping,budgeting,microsoft sharepoint,communication skills,verbal / oral communication,microsoft powerpoint,meeting planning/facilitation,data transformation,meeting facilitation,atlassian jira,sap,problem solving,presentation skills,process improvement,microsoft office,project management,writing,microsoft access,data management"
2022-05-08,Northrop Grumman,11-9199,59.57,9.0,16.0,336.0,"troubleshooting,procurement,quality management,configuration management,project management,written communication,engineering management,vaccines,budgeting,avionics,scheduling,troubleshooting technical issues"
2022-12-07,Vital Pharmaceuticals Inc,11-3011,16.35,1.0,12.0,325.0,"planning,shipping and receiving,microsoft powerpoint,time management,communication skills,english,team building,technical support,microsoft word,leadership,product sales,printers,microsoft excel,multi-tasking,receiving checks and security deposits,troubleshooting,product knowledge,microsoft project,customer service,project management,self-starter,microsoft office"
2022-12-25,Novartis,11-2021,138.46,7.0,0.0,325.0,"communication skills,data wrangling,customer experience improvement,marketing analytics,key performance indicators (kpis),leadership,media buying,vaccines,experiments,teamwork / collaboration,market strategy,vaccination,digital marketing,web analytics,analytical skills,data science,a/b testing,creativity,project management,self-starter"
2022-09-30,Sargent Aerospace And Defense,11-9199,10.63,8.0,16.0,336.0,"enterprise resource planning (erp),communication skills,microsoft powerpoint,problem solving,cost estimation,syteline,business auditing,microsoft excel,external auditing,detail-oriented,teamwork / collaboration,purchasing,contract review,product sales,contract preparation,microsoft word,microsoft office,customer service,defense federal acquisition regulations,federal acquisition regulation,compliance management,procurement contracts,supply chain knowledge,decision making,procurement"
2022-08-26,Henry Schein,11-3031,55.77,12.0,12.0,339.0,"unsupervised learning,multi-state payroll,computer vision,image processing,leadership,equipment installation,customer checkout,budgeting,mergers and acquisitions,multi-tasking,detail-oriented,public speaking,organizational skills,teamwork / collaboration,people management,scheduling,payroll reconciliation,communication skills,data lakes / reservoirs,physical abilities,time management,adp payroll,tensorflow,verbal / oral communication,stakeholder management,payroll processing,sales,machine learning,software development,accruals,calculation,model building,neural networks,planning,dental industry knowledge,information systems,problem solving,data engineering,customer service,product management,deductions knowledge,artificial intelligence,written communication,strategic planning,conflict management,scikit-learn,talent acquisition,creativity,research,data science,relational database management system (rdbms),repair,decision making,meeting deadlines,big data,prioritizing tasks,troubleshooting,software engineering"
2022-11-09,Northrop Grumman,11-9199,49.95,10.0,16.0,336.0,"microsoft access,editing,microsoft project,project planning and development skills,account management,project management,self-starter,teamwork / collaboration,visual basic for applications (vba),six sigma,microsoft excel,retrofitting,leadership,microsoft word,communication skills,microsoft powerpoint,oral communication"
2022-05-10,Great Divide Brewing Company,11-2022,36.06,3.0,14.0,312.0,"microsoft office,self-starter,building effective relationships,market planning,scheduling,team management,organizational skills,sales management,performance management,sales,pricing analysis,planning"
2022-03-13,The Boeing Company,11-2021,41.88,14.0,16.0,336.0,"description and demonstration of products,data science,product management,customer service,collective bargaining,software development,export compliance,laboratory testing,business development"
2022-09-15,Devil's Backbone Brewery,11-9199,44.23,5.0,16.0,312.0,"human resource management industry knowledge,disciplinary procedures,family medical leave act (fmla),americans with disabilities act (ada),employee relations,workforce planning,payroll processing,basecamp,budgeting,talent management,manufacturing industry knowledge,people management"
2022-11-10,Illinois Tool Works,11-2022,14.38,3.0,16.0,333.0,"communication skills,sales,problem solving,budgeting,extrusion,iso standards,negotiation skills,prospective clients,business development,sales management,product development,multi-tasking,market research,research,analytical skills,writing"
2022-05-18,Hewlett-Packard,11-2021,72.12,7.0,16.0,334.0,"product management,research,data collection,customer contact,software as a service (saas),software as a service (saas),big data,oral communication,data lakes / reservoirs,communication skills,computer software industry knowledge"
2022-06-12,Cleary Building Corporation,11-3121,35.1,5.0,16.0,332.0,"employee relations,communication skills,human resource management,verbal / oral communication,energetic,organizational skills,staff management,human resource information system (hris),spreadsheets,microsoft office,microsoft outlook"
2022-07-15,"Takeda Pharmaceuticals North America, Inc.",11-2022,57.02,5.0,16.0,325.0,"family planning,neurology,creativity,immunoglobulin,presentation skills,business acumen,icd-10,patient privacy,problem solving,health insurance portability and accountability act (hipaa),communication skills,time management,medical sales,hipaa compliance,critical thinking,prospective clients,differential diagnosis,teamwork / collaboration,neuropathy"
2022-11-18,Lenovo,11-2021,45.66,5.0,0.0,334.0,"advertising management,planning,communication skills,global marketing,market analysis,teamwork / collaboration,budget management,hardware experience,market strategy,vaccination,brand marketing,key performance indicators (kpis),strategic partnerships,product marketing,vaccines,budgeting,brand awareness generation,co-branding,brand experience,marketing operations,creativity,research,project management,e-commerce"
2022-05-29,"Takeda Pharmaceuticals North America, Inc.",11-2022,76.92,8.0,16.0,325.0,"creativity,research,regulatory affairs,pharmaceutical industry knowledge,teamwork / collaboration,drug development,negotiation skills,problem solving,training materials,product naming"
2022-05-25,Innovative Concepts In Entertainment,11-9199,24.04,3.0,14.0,339.0,"troubleshooting,soldering,meeting deadlines,repair,microsoft office,voltmeters,electrical testing,performance appraisals,oscilloscopes,multi-tasking,schematic diagrams,detail-oriented,power supplies,organizational skills,teamwork / collaboration,performance analysis,communication skills,physical abilities,time management,electronics industry knowledge,oral communication,electronic circuits"
2022-09-22,Arrow,11-3051,24.04,3.0,0.0,325.0,"planning,scheduling,production management"
2022-09-13,Northrop Grumman,11-9199,74.71,9.0,16.0,336.0,"estimating,cognos impromptu,decision making,microsoft project,business management,risk management,scalability design,cobra,business systems analysis,cost control,system implementation,business operations,business process,teamwork / collaboration,program planning,scheduling,surveillance,atlassian jira,sap,planning,training materials"
2022-01-30,Medline Industries,11-2022,33.65,5.0,16.0,339.0,"teamwork / collaboration,staff education,site assessments,estimating,hospital experience,performance appraisals,performance analysis,scheduling,critical thinking,vaccination,sales,talent acquisition,budgeting"
2022-05-18,United States Fleet Forces Command,11-9021,45.75,1.0,0.0,336.0,"vaccines,performance analysis,appointment setting,materials control,surveillance,vaccination,quality assurance and control,copying,personnel management,problem solving,facility maintenance,repair,ionizing radiation,quality management,project management,cost control,performance appraisals"
2022-10-06,Benchmark Consulting,11-1021,51.92,5.0,16.0,312.0,"microsoft office,quickbooks,business acumen,communication skills,physical abilities,enterprise resource planning (erp),problem solving,independent thinking,budgeting,team building"
2022-05-07,The Boeing Company,11-9199,32.28,7.0,12.0,336.0,"quality management,primavera,pmbok,microsoft project,project planning and development skills,business systems analysis,project management,iso standards,export compliance,teamwork / collaboration,stakeholder management,collective bargaining,planning"
2022-10-20,Danaher Corporation,11-9199,18.27,8.0,12.0,334.0,"benchmarking,minitab,teamwork / collaboration,copying,organizational skills,detail-oriented,talent management,document retrieval,microsoft excel,training records,record retrieval,batch records,clerical duties,people management,quality assurance and control,staff management,iso standards,technical support,team building,key performance indicators (kpis),robotics,microsoft word,microsoft powerpoint,shipping and receiving,stakeholder management,preventive maintenance,oracle,change management,problem solving,planning,learning management system,training activities,listening,research,process improvement,project management,program management,refunds exchanges and adjustments,strategic planning,compliance training,processing item returns,persuasion,compliance reporting,decision making,microsoft access,repair,quality management,internal auditing,data entry,predictive / preventative maintenance"
2022-04-27,Canfor Corporation,11-3031,27.13,3.0,12.0,321.0,"finance,organizational skills,business planning,financial planning,key performance indicators (kpis),statistical analysis,enterprise resource planning (erp),financial statements,month-end close processes,statistics,microsoft office"
2022-10-27,Mars Incorporated,11-2022,51.44,10.0,16.0,311.0,"organizational development,leadership development,key performance indicators (kpis),research,psychology"
2022-04-26,The Boeing Company,11-9199,55.13,5.0,16.0,336.0,"teamwork / collaboration,product development,scheduling,embedded software,product sales,customer demand planning,risk management,presentation skills,building effective relationships,project management,customer contact"
2022-07-30,Northrop Grumman,11-9199,67.6,10.0,16.0,336.0,"building effective relationships,customer service,business acumen,cost control,process improvement,strategic planning,program management,project management,proposal writing,supplier management,quality management,supply chain management,budgeting,product research,product sales,request for proposal (rfp),logistics,scheduling,managing subcontractors,quality assurance and control,business planning,organizational skills,workforce planning,planning,simulation,problem solving,stakeholder management"
2022-11-18,Thermo Fisher Scientific Inc,11-3121,52.88,5.0,16.0,334.0,"six sigma,talent management,multi-tasking,teamwork / collaboration,market trend,communication skills,performance management,human resource management,problem solving,planning,employee relations,business administration,process improvement,research,performance appraisals,decision making,attract top talent,hr strategy"
2022-10-21,General Motors,11-9051,29.23,2.0,12.0,336.0,"personal protective equipment (ppe),preventive maintenance,calculator,food preparation,service improvement,restaurant management,cleaning,problem solving,printers,restaurant experience,performance analysis,customer checkout,occupational health and safety,staff management,scheduling,cash handling,onboarding,predictive / preventative maintenance,safety codes,preparing reports,cooking,dna"
2022-09-28,Kohler,11-9033,17.0,1.0,0.0,327.0,"accounts payable processing,microsoft office,self-starter,administrative support,organizational skills,planning"
2022-12-03,General Motors,11-2021,41.56,5.0,18.0,336.0,"market research,process management,mentoring,economics,research,technical industry knowledge,digital marketing,data management,writing,paid search,machine learning,marketing,marketing analytics,communication skills,stakeholder management,statistical methods,experiments,budgeting,data privacy,people management"
2022-04-16,Yellow Rose Steel Fabricators,11-9021,24.04,1.0,12.0,331.0,"new construction,communication skills,english,scheduling,quality assurance and control,spanish,welding"
2022-12-18,"Koch Industries, Incorporated",11-2021,48.08,5.0,16.0,324.0,"data mining,thought leadership,business planning,planning,microsoft powerpoint,category management,shelving,research"
2022-06-15,Citgo,11-9111,11.2,5.0,16.0,324.0,"liquefied petroleum gas (lpg),wet chemistry,laboratory information management system (lims),troubleshooting,repair,lab safety,laboratory testing,quality assurance and control,microsoft excel,supervisory skills,microsoft word,laboratory safety and chemical hygiene plan,gas chromatography,oil testing and analysis,analytical testing"
2022-03-13,Carters Incorporated,11-2022,13.45,1.0,12.0,315.0,"sales,computer literacy,lifting ability,retail management,retail industry knowledge,sales management"
2022-12-15,Chrysler,11-3031,48.08,4.0,0.0,336.0,"business planning,teamwork / collaboration,sales planning,people management,finance,internet sales,sales management,customer acquisition,client base retention,sales,sales goals,planning,mentoring"
2022-10-07,Ball Aerospace,11-9199,52.16,8.0,16.0,336.0,"building effective relationships,quality management,supply chain management,capital expenditures,budgeting"
2022-05-11,Raytheon,11-9199,41.11,8.0,16.0,334.0,"sap implementation,technical positions,contract preparation,sap security,business planning,goal setting,program protection plans,multi-tasking,teamwork / collaboration,patient safety,national industrial security program operating manual,sap,preparing reports,joint personnel adjudication system (jpas),written communication"
2022-08-14,Northrop Grumman,11-9199,42.36,6.0,16.0,336.0,"government regulations,leadership,teamwork / collaboration,national industrial security program operating manual,sap"
2022-09-27,Canon Business Solutions,11-1011,50.48,7.0,16.0,333.0,"presentation design,planning,critical thinking,business development,teamwork / collaboration,scheduling,federal government contracting,due diligence,lead qualification"
2022-06-30,Eli Lilly,11-9111,57.07,5.0,16.0,325.0,"clinical data management,medical dictionary for regulatory archives (meddra),microsoft powerpoint,physical abilities,communication skills,time management,teamwork / collaboration,quality assurance and control,microsoft excel,microsoft office,project management,qc processes,microsoft project,data management,range management,data capture,oncology"
2022-05-06,Ball Aerospace,11-9199,42.79,2.0,16.0,336.0,"building effective relationships,microsoft office,project management,research,customer contact,quality management,microsoft powerpoint,stakeholder management,microsoft word,managing subcontractors,people management,microsoft excel,organizational skills"
2022-02-09,Lockheed Martin Corporation,11-2031,38.13,5.0,18.0,336.0,"dodaf,sysml,systems engineering,writing,system architecture,matlab,energetic,scheduling,communication skills,verbal / oral communication,planning,problem solving"
2022-08-06,L3Harris,11-9199,86.54,12.0,16.0,334.0,"air traffic management,communication skills,product research,budgeting,contract preparation,detail-oriented,organizational skills,business planning,sas,preparing proposals,scheduling,revenue recognition,managing subcontractors,account management,program management,aerospace industry knowledge,customer contact,procurement"
2022-08-09,New District Brewing Company,11-9199,24.06,5.0,12.0,312.0,"event planning,written communication,creativity,economic development,graphic design,facebook,repair,communication skills,organizational skills,retail industry knowledge,scheduling,retail management"
2022-03-24,General Motors,11-2031,54.69,5.0,16.0,336.0,"digital media maintenance,social media,consumer behavior,strategic communications,social media platforms,planning,media relations,automotive industry knowledge,consumer media relations,facebook,research,creativity,strategic planning,crisis management,product knowledge,building effective relationships,instagram"
2022-12-11,Eaton,11-2021,53.19,8.0,16.0,335.0,"linux,verbal / oral communication,c++,communication skills,english,time management,engineering management,smart grid,articulating value propositions,software development,digital design,planning,problem solving,atlassian jira,peer review,oracle,internet of things (iot),engineering consultation,continuous integration (ci),object-oriented analysis and design (ooad),shell scripting,embedded software,leadership,spanish,scrum,switchgear,high-level design,sql,unit testing,power distribution,teamwork / collaboration,detail-oriented,test driven development (tdd),pipeline (computing),product development,embedded systems,centos,firmware,troubleshooting,software engineering,investment management,software as a service (saas),software as a service (saas),agile development,network concepts and terminology,real-time operating system (rtos),systems development life cycle (sdlc),analytical skills,data science,bilingual,postgresql,data structures,computer engineering,interface design,red hat linux,building effective relationships,business management,editing,product management,bash,creativity,listening,research,conflict management,account management,project management,self-starter,written communication,git,new product development"
2022-08-29,Northrop Grumman,11-9199,74.71,10.0,16.0,336.0,"organizational skills,logistics,communication skills,stakeholder management,problem solving,aircraft maintenance,supply chain management,building effective relationships,program management,project management"
2022-06-17,Carters Incorporated,11-2022,13.45,1.0,12.0,315.0,"sales,computer literacy,retail industry knowledge,lifting ability,retail management,sales leadership,sales management"
2022-12-03,Eaton,11-9199,39.3,5.0,16.0,335.0,"leadership,sales planning,financial management,electrical utility industry knowledge,sales,technical project management,project management,creativity,order entry,customer service,consumer trends,compliance with customer specifications"
2022-12-06,Daimler,11-1021,69.23,5.0,16.0,336.0,"product management,microsoft office,business administration,research,analytical skills,training documentation,document management,key performance indicators (kpis),teamwork / collaboration,product development,problem solving,atlassian jira,system operation,user interface (ui) design,vendor relations,computer literacy,microsoft sharepoint"
2022-02-09,Vulcan Materials Company,11-2022,32.69,3.0,0.0,327.0,"sales planning,product availability,business planning,operations management,purchasing,budgeting,sales management,leadership,communication skills,client base retention,computer literacy,sales,local government,sales analytics,sales principles,health insurance sales,persuasion,microsoft office"
2022-02-24,Northrop Grumman,11-3011,67.93,10.0,16.0,336.0,"government regulations,creativity,cost control,proposal writing,self-starter,business management,cash management,customer service,defense federal acquisition regulations,decision making,profit targets,risk assessment,employee engagement,contract management,detail-oriented,organizational skills,teamwork / collaboration,contract review,budgeting,vaccines,contract negotiation,problem solving"
2022-08-02,Northrop Grumman,11-9041,71.63,12.0,16.0,336.0,"case preparation,customer contact,configuration management,written communication,customer service,scheduling,organizational skills,budgeting,engineering leadership,leadership,technical support,planning,problem solving,time management,process control,system design"
2022-07-27,International Hr Services,11-3051,24.04,7.0,16.0,311.0,"six sigma black belt,scheduling,equipment operation,spanish,budgeting,communication skills,english,bilingual,lean manufacturing,production management"
2022-08-25,Am General Corporation,11-9021,8.88,3.0,16.0,336.0,"physical abilities,communication skills,fire protection,statistical analysis,hazard risk,contract review,statistics,microsoft office,safety training,facility management,chemistry,industrial hygiene"
2022-02-16,The Boeing Company,11-3131,45.74,5.0,16.0,336.0,"succession planning,teamwork / collaboration,multi-tasking,talent management,thought leadership,collective bargaining,communication skills,business strategy,business solutions,business acumen"
2022-02-26,Intel Corporation,11-1021,25.48,5.0,16.0,334.0,"equipment maintenance,people management,operations management,facility maintenance,organizational development,communication skills,repair,commissioning,presentation skills"
2022-11-08,Tti Incorporated,11-1021,11.43,3.0,16.0,334.0,"data entry,facility management,project planning and development skills,business acumen,event planning,project management,creativity,teamwork / collaboration,talent management,operations management,budget management,budgeting,space management,creative direction,problem solving,promotional materials,planning,communication skills"
2022-03-05,Field Aerospace,11-1011,19.71,5.0,16.0,336.0,"mail sorting,travel arrangements,microsoft powerpoint,expense reports,computer literacy,enterprise resource planning (erp),detail-oriented,multi-tasking,administrative support,organizational skills,salesforce,microsoft excel,microsoft word,writing,self-starter,conflict management,microsoft visio,editing"
2022-06-16,Raytheon,11-3031,49.76,10.0,16.0,334.0,"business management,federal acquisition regulation,economics,project management,business administration,creativity,cost control,corporate reporting,financial support,financial statements,financial analysis,generally accepted accounting principles (gaap),sap,problem solving,cost accounting,accounting,finance,cardiopulmonary resuscitation (cpr),teamwork / collaboration"
2022-12-24,Ford Motor Company,11-1021,52.4,5.0,16.0,336.0,"process improvement,customer service,e-commerce,electric vehicle,problem solving,planning,business solutions,operations management,product sales,negotiation skills"
2022-05-23,The Boeing Company,11-9161,40.38,14.0,16.0,336.0,"branding strategy,brand experience,brand management,aerospace industry knowledge,creativity,research,teamwork / collaboration,brand marketing,global marketing,collective bargaining,marketing communications,planning"
2022-12-13,Navistar,11-9199,53.85,10.0,16.0,336.0,"planning,training materials,outside sales,microsoft powerpoint,time management,computer literacy,microsoft excel,scheduling,pricing strategy,machinery,public speaking,salesforce,teamwork / collaboration,mergers and acquisitions,product sales,business development,business process,sales management,sales training,building effective relationships,microsoft power bi,e-commerce"
